RED;Chapter;Article;Part;ShortN;LIMP;IMPMAX;IMPMIN;DISBATMAX;DISBATMIN;RESTOLMAX;RESTOLMIN;ARMAX;ARMIN;LIMMAX;LIMMIN;CORWMAX;CORWMIN;CIVMAX;CIVMIN;DEPRMAX;DEPRMIN;FINEMAX;FINEMIN;CONF;DEPRDOP;DEPRDOPMAX;DEPRDOPMIN;FINEDOP;FINEDOPMAX;FINEDOPMIN;GRADEMAN;GRADEAUTO
2001;VII;2170;1;Art. 217 p.1;;;;;;2;1;;;;;;;;;;;300;100;;;;;;;;1;
2001;VII;2170;2;Art. 217 p.2;;;;;;5;3;;;;;;;;;;;1000;300;;;;;;;;1;
2001;VII;2180;1;Art. 218 p.1;;;;;;3;1;;;;;;;;;;;2000;750;;;;;;;;1;
2001;VII;2190;1;Art. 219 p.1;;;;;;3;1;;;;;;;;;;;800;500;;;3;1;;;;1;
2001;VII;2200;1;Art. 220 p.1;;;;;;2;1;;;;;;;;;;;3000;2000;;;3;1;;;;1;
2001;VII;2210;1;Art. 221 p.1;;;;;;;;3;1;;;;;;;;;500;100;;;3;1;;;;1;
2001;VII;2220;1;Art. 222 p.1;;;;;;3;1;;;;;;;;;;;1000;500;;;3;1;;;;1;
2001;VII;2220;2;Art. 222 p.2;;5;2;;;;;;;;;;;;;;;;;;;3;1;;;;2;
2001;VII;2230;1;Art. 223 p.1;;;;;;;;;;;;2;0,5;;;3;2;50;30;;;;;;;;1;
2001;VII;2230;2;Art. 223 p.2;;;;;;3;1;;;;;;;;;5;2;50;30;;;;;;;;1;
2001;VII;2240;1;Art. 224 p.1;;;;;;5;2;;;;;;;;;;;;;;;3;1;;;;1;
2001;VII;2240;2;Art. 224 p.2;;5;2;;;;;;;;;;;;;;;;;;;3;1;;;;2;
2001;VII;2240;3;Art. 224 p.3;;7;5;;;;;;;;;;;;;;;;;;;3;1;;;;3;
2001;VII;2250;1;Art. 225 p.1;;;;;;;;;;;;2;0,5;200;100;;;50;30;;;3;1;;;;1;
2001;VII;2250;2;Art. 225 p.2;;;;;;3;1;;;;;;;;;;;500;100;;;3;1;;;;1;
2001;VII;2260;1;Art. 226 p.1;;;;;;;;;;;;2;0,5;200;60;;;100;30;;;;;;;;1;
2001;VII;2260;2;Art. 226 p.2;;;;;;3;1;;;;;;;;;;;200;100;;;;;;;;1;
2001;VII;2270;1;Art. 227 p.1;;;;;;;;;;;;2;0,5;;;;;200;100;;;3;1;;;;1;
2001;VII;2280;1;Art. 228 p.1;;;;;;3;1;;;;;;;;;;;300;100;;;;;;;;1;
2001;VII;2280;2;Art. 228 p.2;;3;1;;;;;;;;;;;;;;;100;40;;;;;;;;2;
2001;VII;2280;3;Art. 228 p.3;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;VII;2290;1;Art. 229 p.1;;;;;;;;;;;;2;0,5;200;100;;;200;100;;;;;;;;1;
2001;VII;2300;1;Art. 230 p.1;;;;;;;;;;;;2;0,5;;;5;2;200;100;;;;;;;;1;
2001;VII;2310;1;Art. 231 p.1;;3;1;;;5;1;;;;;;;;;;;1000;200;;;;;;;;2;
2001;VII;2320;1;Art. 232 p.1;;2;1;;;;;;;;;2;0,5;;;;;500;200;;;3;1;;;;1;
2001;VII;2330;1;Art. 233 p.1;;5;3;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;VII;2330;2;Art. 233 p.2;;12;5;;;;;;;;;;;;;;;;;1;;;;;;;4;
2001;VII;2340;1;Art. 234 p.1;;;;;;2;1;;;;;2;0,5;;;;;500;100;;;;;;;;1;
2001;VII;2340;2;Art. 234 p.2;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;VII;2340;3;Art. 234 p.3;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;VII;2350;1;Art. 235 p.1;;;;;;;;;;;;2;0,5;;;;;400;100;;;;;;;;1;
2001;VIII;2360;1;Art. 236 p.1;;10;5;;;;;;;;;;;;;;;;;;;3;1;;;;3;
2001;VIII;2370;1;Art. 237 p.1;;5;1;;;5;1;;;;;;;;;;;;;;;3;1;;;;2;
2001;VIII;2380;1;Art. 238 p.1;;;;;;3;1;;;;;;;;;3;2;100;30;;;;;;;;1;
2001;VIII;2380;2;Art. 238 p.2;;5;2;;;5;2;;;;;;;;;;;;;;;3;1;;;;2;
2001;VIII;2390;1;Art. 239 p.1;;;;;;;;;;;;;;;;3;2;200;30;;;;;;;;1;
2001;VIII;2390;2;Art. 239 p.2;;5;2;;;5;2;;;;;;;;;3;2;;;;;;;;;;2;
2001;VIII;2400;1;Art. 240 p.1;;;;;;2;1;;;;;;;;;;;50;30;;;;;;;;1;
2001;VIII;2400;2;Art. 240 p.2;;5;2;;;5;2;;;;;;;;;;;;;;;;;;;;2;
2001;VIII;2410;1;Art. 241 p.1;;;;;;3;1;;;;;;;;;;;200;100;;;3;1;;;;1;
2001;VIII;2410;2;Art. 241 p.2;;5;2;;;5;2;;;;;;;;;;;;;;;3;1;;;;2;
2001;VIII;2420;1;Art. 242 p.1;;5;1;;;;;;;;;;;;;5;2;200;100;;;;;;;;2;
2001;VIII;2420;2;Art. 242 p.2;;5;1;;;5;1;;;;;;;;;;;;;;;;;;;;2;
2001;VIII;2430;1;Art. 243 p.1;;3;1;;;3;1;;;;;;;;;;;800;300;;;3;1;;;;2;
2001;VIII;2430;2;Art. 243 p.2;;5;2;;;;;;;;;;;;;;;;;;;3;1;;;;2;
2001;VIII;2430;3;Art. 243 p.3;;;;;;3;1;;;;;;;;;5;2;200;100;;;;;;;;1;
2001;VIII;2440;1;Art. 244 p.1;;2;1;;;3;1;;;;;;;;;;;200;100;;;;;;;;1;
2001;VIII;2440;2;Art. 244 p.2;;;;;;;;6;1;;;;;;;;;100;50;;;;;;;;1;
2001;VIII;2450;1;Art. 245 p.1;;5;2;;;5;2;;;;;;;;;;;;;;;;;;;;2;
2001;VIII;2450;2;Art. 245 p.2;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;VIII;2460;1;Art. 246 p.1;;3;1;;;3;1;6;1;;;;;;;;;100;50;;;;;;;;2;
2001;VIII;2470;1;Art. 247 p.1;;;;;;2;1;;;;;;;;;;;100;30;;;;;;;;1;
2001;VIII;2480;1;Art. 248 p.1;;;;;;3;1;;;;;;;;;;;100;30;;;;;;;;1;
2001;VIII;2480;2;Art. 248 p.2;;5;1;;;5;1;;;;;;;;;;;200;100;;;;;;;;2;
2001;VIII;2490;1;Art. 249 p.1;;;;;;3;1;;;;;;;;;;;100;30;;;;;;;;1;
2001;VIII;2490;2;Art. 249 p.2;;3;1;;;3;1;;;;;;;;;;;200;100;;;;;;;;2;
2001;VIII;2500;1;Art. 250 p.1;;5;2;;;5;2;6;1;;;;;;;;;50;30;;;;;;;;2;
2001;VIII;2510;1;Art. 251 p.1;;3;1;;;3;1;;;;;;;;;5;2;200;100;;;;;;;;2;
2001;VIII;2520;1;Art. 252 p.1;;;;;;3;1;;;;;;;;;;;200;100;;;;;;;;1;
2001;VIII;2520;2;Art. 252 p.2;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;VIII;2530;1;Art. 253 p.1;;3;1;;;;;;;;;;;;;3;2;;;;;;;;;;2;
2001;VIII;2530;2;Art. 253 p.2;;5;1;;;5;3;;;;;;;;;;;;;;;;;;;;2;
2001;VIII;2540;1;Art. 254 p.1;;2;1;;;2;1;;;;;;;;;3;2;250;30;;;;;;;;1;
2001;IX;2550;1;Art. 255 p.1;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;IX;2560;1;Art. 256 p.1;;5;3;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;IX;2560;2;Art. 256 p.2;;10;5;;;;;;;;;;;;;;;;;;;3;1;;;;3;
2001;IX;2570;1;Art. 257 p.1;;15;5;;;;;;;;;;;;;;;;;1;;;;;;;4;
2001;IX;2580;1;Art. 258 p.1;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;IX;2580;2;Art. 258 p.2;;12;7;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;IX;2580;3;Art. 258 p.3;1;15;10;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;IX;2580;4;Art. 258 p.4;;15;8;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;IX;2590;1;Art. 259 p.1;;;;;;3;1;6;1;;;;;;;;;100;50;;;;;;;;1;
2001;IX;2590;2;Art. 259 p.2;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;IX;2600;1;Art. 260 p.1;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;IX;2600;2;Art. 260 p.2;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;IX;2600;3;Art. 260 p.3;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;IX;2600;4;Art. 260 p.4;;12;7;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;IX;2600;5;Art. 260 p.5;;15;10;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;IX;2610;1;Art. 261 p.1;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;IX;2620;1;Art. 262 p.1;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;IX;2620;2;Art. 262 p.2;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;IX;2620;3;Art. 262 p.3;;15;10;;;;;;;;;;;;;;;;;1;;;;;;;4;
2001;IX;2630;1;Art. 263 p.1;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;IX;2630;2;Art. 263 p.2;;3;1;;;5;2;;;;;;;;;;;50;30;;;;;;;;2;
2001;IX;2640;1;Art. 264 p.1;;3;1;;;3;1;;;;;;;;;;;;;;;;;;;;2;
2001;IX;2650;1;Art. 265 p.1;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;IX;2650;2;Art. 265 p.2;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;IX;2660;1;Art. 266 p.1;;3;1;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;IX;2660;2;Art. 266 p.2;;5;1;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;IX;2670;1;Art. 267 p.1;;3;1;;;3;1;;;;;2;0,5;;;;;50;30;;;;;;;;2;
2001;IX;2670;2;Art. 267 p.2;;12;3;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;IX;2680;1;Art. 268 p.1;;;;;;3;1;;;;;;;;;;;100;30;;;;;;;;1;
2001;IX;2680;2;Art. 268 p.2;;3;1;;;;;;;;;;;;;;;200;50;;;;;;;;2;
2001;IX;2690;1;Art. 269 p.1;;;;;;;;;;;;2;0,5;;;;;50;30;;;;;;;;1;
2001;IX;2690;2;Art. 269 p.2;;10;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;IX;2700;1;Art. 270 p.1;;;;;;3;1;;;;;2;0,5;;;;;120;50;;;;;;;;1;
2001;IX;2700;2;Art. 270 p.2;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;X;2710;1;Art. 271 p.1;;;;;;2;1;;;;;2;0,5;;;;;50;30;;;;;;;;1;
2001;X;2710;2;Art. 271 p.2;;7;1;;;5;1;;;;;2;0,5;;;;;;;;;2;1;;;;3;
2001;X;2720;1;Art. 272 p.1;;;;;;3;1;;;;;2;0,5;;;;;50;30;;;3;1;;;;1;
2001;X;2720;2;Art. 272 p.2;;8;1;;;5;1;;;;;;;;;;;;;;;3;1;;;;3;
2001;X;2730;1;Art. 273 p.1;;3;1;;;3;1;;;;;2;0,5;;;;;;;;;3;1;;;;2;
2001;X;2730;2;Art. 273 p.2;;10;2;;;5;1;;;;;;;;;;;;;;;3;1;;;;3;
2001;X;2740;1;Art. 274 p.1;;4;1;;;4;1;;;;;;;;;;;;;;;3;1;;;;2;
2001;X;2740;2;Art. 274 p.2;;12;3;;;;;;;;;;;;;;;;;;;3;1;;;;4;
2001;X;2750;1;Art. 275 p.1;;;;;;3;1;;;;;2;0,5;;;;;50;30;;;2;1;;;;1;
2001;X;2750;2;Art. 275 p.2;;5;2;;;5;1;;;;;2;0,5;;;;;;;;;3;1;;;;2;
2001;XI;2760;1;Art. 276 p.1;;;;;;3;1;;;;;2;0,5;;;;;;;;;;;;;;1;
2001;XI;2760;2;Art. 276 p.2;;7;2;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XI;2760;3;Art. 276 p.3;;12;7;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XI;2770;1;Art. 277 p.1;;3;1;;;;;;;;;2;0,5;;;;;100;30;;;;;;;;2;
2001;XI;2770;2;Art. 277 p.2;;3;8;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XI;2770;3;Art. 277 p.3;;12;7;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XI;2780;1;Art. 278 p.1;;6;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XI;2780;2;Art. 278 p.2;;8;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XI;2780;3;Art. 278 p.3;;15;7;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XI;2790;1;Art. 279 p.1;;;;;;3;1;6;1;;;2;0,5;;;;;50;30;;;;;;;;1;
2001;XI;2790;2;Art. 279 p.2;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XI;2790;3;Art. 279 p.3;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XI;2800;1;Art. 280 p.1;;;;;;3;1;6;1;;;2;0,5;;;;;50;30;;;;;;;;1;
2001;XI;2800;2;Art. 280 p.2;;5;1;;;5;1;;;;;;;;;;;;;;;;;;;;2;
2001;XI;2800;3;Art. 280 p.3;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XI;2810;1;Art. 281 p.1;;;;;;3;1;6;1;;;;;;;;;100;30;;;;;;;;1;
2001;XI;2810;2;Art. 281 p.2;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XI;2810;3;Art. 281 p.3;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XI;2820;1;Art. 282 p.1;;;;;;5;1;;;;;2;0,5;;;;;100;30;;;;;;;;1;
2001;XI;2820;2;Art. 282 p.2;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XI;2820;3;Art. 282 p.3;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XI;2830;1;Art. 283 p.1;;;;;;3;1;6;1;;;2;0,5;;;;;50;30;;;;;;;;1;
2001;XI;2830;2;Art. 283 p.2;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XI;2840;1;Art. 284 p.1;;;;;;2;1;6;1;;;2;0,5;;;;;100;30;;;;;;;;1;
2001;XI;2850;1;Art. 285 p.1;;;;;;;;6;1;;;2;0,5;;;;;50;30;;;;;;;;1;
2001;XI;2860;1;Art. 286 p.1;;;;;;3;1;6;1;;;2;0,5;;;;;100;30;;;3;1;;;;1;
2001;XI;2860;2;Art. 286 p.2;;8;3;;;;;;;;;;;;;;;;;;;3;1;;;;3;
2001;XI;2860;3;Art. 286 p.3;;12;7;;;;;;;;;;;;;;;;;;;3;1;;;;4;
2001;XI;2870;1;Art. 287 p.1;;;;;;5;1;;;;;2;1;;;;;100;30;;;3;1;;;;1;
2001;XI;2880;1;Art. 288 p.1;;5;1;;;5;1;;;;;2;0,5;;;;;100;30;;;;;;;;2;
2001;XI;2890;1;Art. 289 p.1;;5;3;;;;;;;;;;;;;;;1200;1000;;;;;;;;2;
2001;XI;2890;2;Art. 289 p.2;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XI;2890;3;Art. 289 p.3;;15;10;;;;;;;;;;;;;;;;;1;;;;;;;4;
2001;XI;2900;1;Art. 290 p.1;;;;;;3;1;;;;;2;0,5;;;;;200;50;;;;;;;;1;
2001;XI;2910;1;Art. 291 p.1;;5;1;;;5;1;;;;;2;0,5;;;;;100;30;;;;;;;;2;
2001;XI;2920;1;Art. 292 p.1;;5;1;;;5;1;;;;;2;0,5;;;;;100;30;;;;;;;;2;
2001;XI;2920;2;Art. 292 p.2;;8;3;;;5;1;;;;;;;;;;;;;;;;;;;;3;
2001;XI;2920;3;Art. 292 p.3;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XII;2930;1;Art. 293 p.1;;8;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XII;2940;1;Art. 294 p.1;;8;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XII;2940;2;Art. 294 p.2;;15;8;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XII;2950;1;Art. 295 p.1;;;;;;3;1;6;1;;;;;;;;;50;30;;;;;;;;1;
2001;XII;2960;1;Art. 296 p.1;;;;;;3;1;6;1;;;;;;;;;50;30;;;;;;;;1;
2001;XII;2960;2;Art. 296 p.2;;4;1;;;5;1;;;;;;;;;;;;;;;;;;;;2;
2001;XII;2960;3;Art. 296 p.3;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XII;2960;4;Art. 296 p.4;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XII;2970;1;Art. 297 p.1;;3;1;;;3;1;6;1;;;;;;;;;100;30;;;;;;;;2;
2001;XII;2980;1;Art. 298 p.1;;;;;;3;1;;;;;;;;;;;;;;;;;;100;30;1;
2001;XII;2980;2;Art. 298 p.2;;5;3;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XII;2980;3;Art. 298 p.3;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XII;2990;1;Art. 299 p.1;;;;;;;;6;1;;;;;;;;;50;30;;;;;;;;1;
2001;XII;2990;2;Art. 299 p.2;;;;;;2;1;;;;;;;;;;;200;30;;;;;;;;1;
2001;XII;3000;1;Art. 300 p.1;;;;;;3;1;6;1;;;;;;;;;150;30;1;;;;;;;1;
2001;XII;3000;2;Art. 300 p.2;;;;;;5;1;;;;;;;;;;;300;100;1;;;;;;;1;
2001;XII;3000;3;Art. 300 p.3;;5;3;;;;;;;;;;;;;;;;;;;3;1;;;;2;
2001;XII;3010;1;Art. 301 p.1;;;;;;3;1;6;1;;;;;;;;;100;50;1;;;;;;;1;
2001;XII;3010;2;Art. 301 p.2;;5;1;;;5;1;;;;;;;;;;;300;100;1;;;;;;;2;
2001;XII;3010;3;Art. 301 p.3;;7;3;;;;;;;;;;;;;;;;;1;;3;1;;;;3;
2001;XII;3020;1;Art. 302 p.1;;;;;;2;1;;;;;;;;;;;50;30;;;;;;;;1;
2001;XII;3020;2;Art. 302 p.2;;5;1;;;5;1;;;;;;;;;;;;;;;;;;;;2;
2001;XII;3020;3;Art. 302 p.3;;7;2;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XII;3030;1;Art. 303 p.1;;;;;;;;;;;;;;120;60;;;500;50;;;;;;;;1;
2001;XII;3030;2;Art. 303 p.2;;3;1;;;;;6;1;;;;;;;;;1000;500;;;;;;;;2;
2001;XII;3030;3;Art. 303 p.3;;5;3;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XII;3030;4;Art. 303 p.4;;7;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XII;3040;1;Art. 304 p.1;;5;1;;;5;1;;;;;;;;;;;;;;;;;;;;2;
2001;XIII;3050;1;Art. 305 p.1;;8;3;;;;;;;;;;;;;;;;;1;;;;;;;3;
2001;XIII;3050;2;Art. 305 p.2;;10;5;;;;;;;;;;;;;;;;;1;;;;;;;3;
2001;XIII;3050;3;Art. 305 p.3;;12;8;;;;;;;;;;;;;;;;;1;;;;;;;4;
2001;XIII;3060;1;Art. 306 p.1;;12;5;;;;;;;;;;;;;;;;;1;;;;;;;4;
2001;XIII;3060;2;Art. 306 p.2;;15;8;;;;;;;;;;;;;;;;;;;3;1;;;;4;
2001;XIII;3070;1;Art. 307 p.1;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIII;3070;2;Art. 307 p.2;;10;5;;;;;;;;;;;;;;;;;1;;;;;;;3;
2001;XIII;3070;3;Art. 307 p.3;;12;8;;;;;;;;;;;;;;;;;1;;;;;;;4;
2001;XIII;3080;1;Art. 308 p.1;;6;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIII;3080;2;Art. 308 p.2;;10;5;;;;;;;;;;;;;;;;;1;;3;1;;;;3;
2001;XIII;3080;3;Art. 308 p.3;;12;7;;;;;;;;;;;;;;;;;1;;;;;;;4;
2001;XIII;3090;1;Art. 309 p.1;;3;1;;;3;1;;;;;;;;;;;;;;;;;;;;2;
2001;XIII;3090;2;Art. 309 p.2;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XIII;3090;3;Art. 309 p.3;;8;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIII;3100;1;Art. 310 p.1;;;;;;3;1;6;1;;;;;;;;;50;30;;;;;;;;1;
2001;XIII;3100;2;Art. 310 p.2;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIII;3110;1;Art. 311 p.1;;;;;;3;1;;;;;;;;;;;50;30;;;;;;;;1;
2001;XIII;3110;2;Art. 311 p.2;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIII;3110;3;Art. 311 p.3;;12;6;;;;;;;;;;;;;;;;;1;;;;;;;4;
2001;XIII;3120;1;Art. 312 p.1;;3;1;;;;;;;;;;;;;;;70;30;;;;;;;;2;
2001;XIII;3120;2;Art. 312 p.2;;7;3;;;;;;;;;;;;;;;;;;;3;1;;;;3;
2001;XIII;3120;3;Art. 312 p.3;;12;5;;;;;;;;;;;;;;;;;1;;3;1;;;;4;
2001;XIII;3130;1;Art. 313 p.1;;;;;;3;1;;;;;;;;;;;200;50;;;;;;;;1;
2001;XIII;3130;2;Art. 313 p.2;;6;2;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIII;3130;3;Art. 313 p.3;;12;5;;;;;;;;;;;;;;;;;1;;;;;;;4;
2001;XIII;3140;1;Art. 314 p.1;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XIII;3140;2;Art. 314 p.2;;10;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIII;3140;3;Art. 314 p.3;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XIII;3150;1;Art. 315 p.1;;5;2;;;5;1;;;;;;;;;;;;;;;;;;;;2;
2001;XIII;3150;2;Art. 315 p.2;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XIII;3160;1;Art. 316 p.1;;3;1;;;4;1;;;;;;;;;;;;;;;;;;;;2;
2001;XIII;3160;2;Art. 316 p.2;;5;3;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XIII;3170;1;Art. 317 p.1;;5;3;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XIII;3170;2;Art. 317 p.2;;12;5;;;;;;;;;;;;;;;;;1;;;;;;;4;
2001;XIII;3180;1;Art. 318 p.1;;;;;;3;1;;;;;;;;;;;50;30;;;;;;;;1;
2001;XIII;3180;2;Art. 318 p.2;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XIII;3190;1;Art. 319 p.1;;;;;;3;1;;;;;;;;;;;50;30;;;3;1;;;;1;
2001;XIII;3190;2;Art. 319 p.2;;5;2;;;;;;;;;;;;;;;;;;;3;1;;;;2;
2001;XIII;3200;1;Art. 320 p.1;;3;1;;;4;1;;;;;;;;;;;50;30;;;3;1;;;;2;
2001;XIII;3200;2;Art. 320 p.2;;5;3;;;;;;;;;;;;;;;70;30;;;3;1;;;;2;
2001;XIII;3210;1;Art. 321 p.1;;3;1;;;;;;;;;;;;;;;50;30;;;;;;;;2;
2001;XIII;3210;2;Art. 321 p.2;;2;1;;;;;;;;;;;;;;;100;30;;;;;;;;1;
2001;XIII;3220;1;Art. 322 p.1;;3;1;;;;;;;;;;;;;;;100;50;;;;;;;;2;
2001;XIII;3230;1;Art. 323 p.1;;3;1;;;;;;;;;;;;;;;50;30;;;;;;;;2;
2001;XIII;3230;2;Art. 323 p.2;;2;1;;;;;;;;;;;;;;;;;;;;;;;;1;
2001;XIII;3230;3;Art. 323 p.3;;5;1;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XIII;3240;1;Art. 324 p.1;;3;1;;;3;1;;;;;;;;;;;;;;;;;;;;2;
2001;XIII;3250;1;Art. 325 p.1;;;;;;3;1;6;1;;;;;;;;;50;30;;;;;;;;1;
2001;XIII;3260;1;Art. 326 p.1;;;;;;3;1;;;;;2;0,5;;;;;50;30;;;3;1;;;;1;
2001;XIII;3260;2;Art. 326 p.2;;5;1;;;5;1;;;;;;;;;;;;;;;3;1;;;;2;
2001;XIII;3270;1;Art. 327 p.1;;;;;;3;1;6;1;;;;;;;;;70;;;;;;;;;1;
2001;XIII;3270;2;Art. 327 p.2;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XIV;3280;1;Art. 328 p.1;;5;2;;;;;;;;;;;;;;;;;;;3;1;;;;2;
2001;XIV;3280;2;Art. 328 p.2;;8;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIV;3290;1;Art. 329 p.1;;3;1;;;;;;;;;;;;;;;;;;;3;1;;;;2;
2001;XIV;3290;2;Art. 329 p.2;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XIV;3300;1;Art. 330 p.1;;5;2;;;3;1;;;;;;;;;;;;;;;3;1;;;;2;
2001;XIV;3300;2;Art. 330 p.2;;8;4;;;;;;;;;;;;;;;;;;;3;1;;;;3;
2001;XIV;3310;1;Art. 331 p.1;;;;;;3;1;6;1;;;;;;;;;50;;;;;;;;;1;
