RED;Chapter;Article;Part;ShortN;LIMP;IMPMAX;IMPMIN;DISBATMAX;DISBATMIN;RESTOLMAX;RESTOLMIN;ARMAX;ARMIN;LIMMAX;LIMMIN;CORWMAX;CORWMIN;CIVMAX;CIVMIN;DEPRMAX;DEPRMIN;FINEMAX;FINEMIN;CONF;DEPRDOP;DEPRDOPMAX;DEPRDOPMIN;FINEDOP;FINEDOPMAX;FINEDOPMIN;GRADEMAN;GRADEAUTO
2001;XIV;3310;2;Art. 331 p.2;;;;;;3;1;6;1;;;;;;;;;;;;;;;;;;1;
2001;XIV;3310;3;Art. 331 p.3;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XIV;3320;1;Art. 332 p.1;;5;2;;;;;;;;;;;;;;;;;1;;;;;;;2;
2001;XIV;3320;2;Art. 332 p.2;;7;3;;;;;;;;;;;;;;;;;1;;;;;;;3;
2001;XIV;3330;1;Art. 333 p.1;;3;1;;;3;1;;;;;;;;;;;200;100;;;;;;;;2;
2001;XIV;3340;1;Art. 334 p.1;;5;1;;;5;1;;;;;;;;;;;1000;200;;;;;;;;2;
2001;XIV;3350;1;Art. 335 p.1;;;;;;3;1;;;;;;;;;;;;;;;;;;;;1;
2001;XIV;3360;1;Art. 336 p.1;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XIV;3370;1;Art. 337 p.1;;;;;;;;6;1;;;2;0,5;;;;;50;30;;;;;;;;1;
2001;XIV;3370;2;Art. 337 p.2;;;;;;;;6;1;;;;;;;;;70;30;;;;;;;;1;
2001;XV;3380;1;Art. 338 p.1;;;;;;;;6;1;;;;;;;;;50;30;;;;;;;;1;
2001;XV;3380;2;Art. 338 p.2;;;;;;;;6;1;;;;;;;;;50;30;;;;;;;;1;
2001;XV;3390;1;Art. 339 p.1;;;;;;;;6;1;;;;;;;;;50;30;;;;;;;;1;
2001;XV;3400;1;Art. 340 p.1;;5;1;;;5;1;6;1;;;2;0,5;;;;;;;;;;;;;;2;
2001;XV;3410;1;Art. 341 p.1;;3;1;;;3;1;6;1;;;;;;;;;;;;;;;;;;2;
2001;XV;3420;1;Art. 342 p.1;;;;;;3;1;6;1;;;;;;;;;70;30;;;;;;;;1;
2001;XV;3420;2;Art. 342 p.2;;2;1;;;4;1;6;1;;;;;;;;;100;50;;;;;;;;1;
2001;XV;3420;3;Art. 342 p.3;;5;2;;;5;1;;;;;;;;;;;;;;;;;;;;2;
2001;XV;3430;1;Art. 343 p.1;;;;;;;;6;1;;;2;0,5;;;;;200;50;;;;;;;;1;
2001;XV;3430;2;Art. 343 p.2;;;;;;4;1;6;1;;;;;;;5;2;;;;;;;;;;1;
2001;XV;3440;1;Art. 344 p.1;;3;1;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XV;3440;2;Art. 344 p.2;;5;3;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XV;3450;1;Art. 345 p.1;;3;1;;;3;1;6;1;;;2;0,5;;;;;;;;;;;;;;2;
2001;XV;3450;2;Art. 345 p.2;;5;1;;;5;1;;;;;;;;;;;;;;;;;;;;2;
2001;XV;3450;3;Art. 345 p.3;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XV;3450;4;Art. 345 p.4;;14;7;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XV;3460;1;Art. 346 p.1;;5;1;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XV;3460;2;Art. 346 p.2;;7;4;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XV;3460;3;Art. 346 p.3;;12;7;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XV;3470;1;Art. 347 p.1;;;;;;5;1;6;1;;;;;;;;;200;50;;;;;;;;1;
2001;XV;3470;2;Art. 347 p.2;;15;6;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XV;3480;1;Art. 348 p.1;1;15;9;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XV;3490;1;Art. 349 p.1;;15;8;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XV;3500;1;Art. 350 p.1;;2;1;;;3;1;6;1;;;;;;;;;;;;;;;;;;1;
2001;XV;3500;2;Art. 350 p.2;;5;3;;;5;3;;;;;;;;;;;;;;;;;;;;2;
2001;XV;3500;3;Art. 350 p.3;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XV;3510;1;Art. 351 p.1;;;;;;3;1;6;1;;;;;;;;;1000;100;;;;;;;;1;
2001;XV;3510;2;Art. 351 p.2;;;;;;5;1;;;;;;;;;3;2;2000;500;;;;;;;;1;
2001;XV;3520;1;Art. 352 p.1;;4;1;;;;;6;1;;;;;;;;;200;50;;;;;;;;2;
2001;XV;3520;2;Art. 352 p.2;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XV;3530;1;Art. 353 p.1;;;;;;3;1;6;1;;;;;;;;;50;30;;;;;;;;1;
2001;XV;3540;1;Art. 354 p.1;;3;1;;;3;1;;;;;2;0,5;;;;;70;30;;;;;;;;2;
2001;XV;3550;1;Art. 355 p.1;;;;;;2;1;6;1;;;2;0,5;;;;;;;;;;;;;;1;
2001;XV;3550;2;Art. 355 p.2;;5;3;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XV;3550;3;Art. 355 p.3;;8;4;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XV;3560;1;Art. 356 p.1;;;;;;;;3;1;;;2;0,5;;;;;50;30;;;;;;;;1;
2001;XV;3570;1;Art. 357 p.1;;;;;;3;1;;;;;;;;;;;50;30;;;;;;;;1;
2001;XV;3570;2;Art. 357 p.2;;3;1;;;3;1;;;;;;;;;;;70;30;;;;;;;;2;
2001;XV;3570;3;Art. 357 p.3;;;;;;3;1;3;1;;;;;;;;;50;30;;;;;;;;1;
2001;XV;3580;1;Art. 358 p.1;;;;;;3;1;6;1;;;;;;;;;70;30;;;;;;;;1;
2001;XV;3580;2;Art. 358 p.2;;5;1;;;5;1;;;;;;;;;;;;;;;;;;;;2;
2001;XV;3580;3;Art. 358 p.3;;;;;;2;1;6;1;;;;;;;;;50;30;;;;;;;;1;
2001;XV;3590;1;Art. 359 p.1;;4;1;;;4;1;;;;;;;;;;;200;100;;;;;;;;2;
2001;XV;3590;2;Art. 359 p.2;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XV;3600;1;Art. 360 p.1;;;;;;2;1;;;;;2;0,5;;;;;200;100;;;;;;;;1;
2001;XVI;3610;1;Art. 361 p.1;;;;;;2;1;;;;;2;0,5;;;;;70;30;;;;;;;;1;
2001;XVI;3610;2;Art. 361 p.2;;5;3;;;5;1;;;;;;;;;;;;;;;;;;;;2;
2001;XVI;3620;1;Art. 362 p.1;;;;;;;;;;;;2;0,5;;;;;200;50;;;;;;;;1;
2001;XVI;3620;2;Art. 362 p.2;;3;1;;;3;1;;;;;;;;;;;400;100;;;;;;;;2;
2001;XVI;3620;3;Art. 362 p.3;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XVI;3630;1;Art. 363 p.1;;;;;;;;;;;;2;0,5;;;5;2;50;30;;;;;;;;1;
2001;XVI;3630;2;Art. 363 p.2;;;;;;5;1;;;;;2;0,5;;;;;100;30;;;3;1;;;;1;
2001;XVII;3640;1;Art. 364 p.1;;;;;;3;1;6;1;;;2;0,5;;;;;;;;;3;1;;;;1;
2001;XVII;3640;2;Art. 364 p.2;;8;5;;;;;;;;;;;;;;;;;;;3;1;;;;3;
2001;XVII;3640;3;Art. 364 p.3;;12;5;;;;;;;;;;;;;;;;;1;;3;1;;;;4;
2001;XVII;3650;1;Art. 365 p.1;;5;2;;;5;1;;;;;2;0,5;;;;;;;;;3;1;;;;2;
2001;XVII;3650;2;Art. 365 p.2;;8;3;;;;;;;;;;;;;;;;;;;3;1;;;;3;
2001;XVII;3650;3;Art. 365 p.3;;10;7;;;;;;;;;;;;;;;;;;;3;1;;;;3;
2001;XVII;3660;1;Art. 366 p.1;;;;;;3;1;;;;;;;;;;;50;30;;;3;1;;;;1;
2001;XVII;3660;2;Art. 366 p.2;;5;2;;;;;;;;;;;;;;;;;;;3;1;;;;2;
2001;XVII;3670;1;Art. 367 p.1;;;;;;3;1;;;;;2;1;;;;;100;50;;;3;1;;;;1;
2001;XVII;3670;2;Art. 367 p.2;;5;2;;;;;;;;;;;;;;;;;;;3;1;;250;100;2;
2001;XVII;3680;1;Art. 368 p.1;;5;2;;;;;;;;;;;;;;;1000;750;;;3;1;;;;2;
2001;XVII;3680;2;Art. 368 p.2;;10;5;;;;;;;;;;;;;;;;;1;;3;1;;;;3;
2001;XVII;3680;3;Art. 368 p.3;;12;8;;;;;;;;;;;;;;;;;1;;3;1;;;;4;
2001;XVII;3690;1;Art. 369 p.1;;;;;;5;2;;;;;;;;;;;500;200;;;;;;;;1;
2001;XVII;3690;2;Art. 369 p.2;;8;3;;;;;;;;;;;;;;;;;1;;;;;;;3;
2001;XVII;3700;1;Art. 370 p.1;;5;2;;;5;1;;;;;;;;;;;;;;;;;;;;2;
2001;XVII;3700;2;Art. 370 p.2;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XVIII;3710;1;Art. 371 p.1;;;;;;3;1;;;;;;;;;5;2;;;;;;;;;;1;
2001;XVIII;3710;2;Art. 371 p.2;;5;3;;;5;3;;;;;;;;;;;;;;;;;;;;2;
2001;XVIII;3710;3;Art. 371 p.3;;10;5;;;;;;;;;;;;;;;;;;;3;1;;;;3;
2001;XVIII;3720;1;Art. 372 p.1;;5;1;;;5;1;;;;;;;;;;;;;;;;;;;;2;
2001;XVIII;3720;2;Art. 372 p.2;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XVIII;3730;1;Art. 373 p.1;;3;1;;;3;1;;;;;;;;;;;;;;;;;;;;2;
2001;XVIII;3730;2;Art. 373 p.2;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XVIII;3740;1;Art. 374 p.1;;;;;;;;6;1;;;2;0,5;;;;;500;300;;;3;1;;;;1;
2001;XVIII;3740;2;Art. 374 p.2;;7;3;;;;;;;;;;;;;;;;;;;3;1;;;;3;
2001;XVIII;3750;1;Art. 375 p.1;;5;2;;;5;1;;;;;;;;;;;;;;;;;;;;2;
2001;XVIII;3750;2;Art. 375 p.2;;8;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XVIII;3760;1;Art. 376 p.1;;;;;;;;6;1;;;2;0,5;;;;;50;30;;;;;;;;1;
2001;XVIII;3760;2;Art. 376 p.2;;3;1;;;;;6;1;;;;;;;5;2;;;;;;;;;;2;
2001;XVIII;3770;1;Art. 377 p.1;;3;1;;;3;1;6;1;;;2;0,5;;;;;;;;;;;;;;2;
2001;XVIII;3770;2;Art. 377 p.2;;6;1;;;5;1;;;;;;;;;;;;;;;;;;;;3;
2001;XVIII;3770;3;Art. 377 p.3;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XVIII;3780;1;Art. 378 p.1;;5;1;;;;;6;1;;;;;;;;;;;;;;;;;;2;
2001;XVIII;3780;2;Art. 378 p.2;;15;6;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XVIII;3790;1;Art. 379 p.1;1;15;8;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XVIII;3800;1;Art. 380 p.1;;5;1;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XVIII;3810;1;Art. 381 p.1;;;;;;3;1;;;;;2;0,5;;;;;300;100;;;;;;;;1;
2001;XVIII;3810;2;Art. 381 p.2;;5;1;;;5;1;6;1;;;;;;;;;;;;;;;;;;2;
2001;XVIII;3820;1;Art. 382 p.1;;3;1;;;;;;;;;;;;;;;1000;500;;;3;1;;;;2;
2001;XVIII;3820;2;Art. 382 p.2;;5;1;;;5;1;;;;;;;;;;;;;;;3;1;;;;2;
2001;XVIII;3820;3;Art. 382 p.3;;8;3;;;;;;;;;;;;;;;;;;;3;1;;;;3;
2001;XVIII;3830;1;Art. 383 p.1;;2;1;;;3;1;6;1;;;2;0,5;;;;;;;;;;;;;;1;
2001;XVIII;3830;2;Art. 383 p.2;;5;2;;;5;2;;;;;;;;;;;;;;;;;;;;2;
2001;XVIII;3840;1;Art. 384 p.1;;;;;;2;1;6;1;;;2;0,5;;;;;;;;;;;;;;1;
2001;XVIII;3840;2;Art. 384 p.2;;5;2;;;5;1;;;;;2;0,5;;;;;;;;;;;;;;2;
2001;XVIII;3850;1;Art. 385 p.1;;;;;;;;6;1;;;;;;;;;300;50;;;;;;;;1;
2001;XVIII;3860;1;Art. 386 p.1;;;;;;;;6;1;;;2;0,5;;;;;300;50;;;;;;;;1;
2001;XVIII;3870;1;Art. 387 p.1;;;;;;;;;;;;2;0,5;;;;;100;50;;;;;;;;1;
2001;XVIII;3870;2;Art. 387 p.2;;;;;;;;6;1;;;2;0,5;;;;;300;100;;;3;1;;;;1;
2001;XVIII;3880;1;Art. 388 p.1;;2;1;;;;;6;1;;;2;0,5;;;;;300;100;;;;;;;;1;
2001;XVIII;3890;1;Art. 389 p.1;;;;;;2;1;;;;;2;0,5;;;;;;;;;;;;;;1;
2001;XVIII;3890;2;Art. 389 p.2;;;;;;3;1;6;1;;;;;;;;;;;;;;;;;;1;
2001;XVIII;3900;1;Art. 390 p.1;;3;1;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XVIII;3900;2;Art. 390 p.2;;2;1;;;2;1;;;;;;;;;;;;;;;;;;;;1;
2001;XVIII;3900;3;Art. 390 p.3;;3;1;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XVIII;3910;1;Art. 391 p.1;;3;1;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XVIII;3920;1;Art. 392 p.1;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XVIII;3930;1;Art. 393 p.1;;5;3;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XVIII;3930;2;Art. 393 p.2;;8;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XVIII;3940;1;Art. 394 p.1;;2;1;;;;;6;1;;;;;;;;;;;;;;;;;;1;
2001;XVIII;3950;1;Art. 395 p.1;;;;;;;;6;1;;;;;;;;;;;;;;;;;;1;
2001;XVIII;3960;1;Art. 396 p.1;;3;1;;;3;1;3;1;;;;;;;;;;;;;;;;;;2;
2001;XVIII;3970;1;Art. 397 p.1;;;;;;3;1;6;1;;;2;0,5;;;;;200;100;;;;;;;;1;
2001;XVIII;3970;2;Art. 397 p.2;;;;;;3;1;;;;;;;;;;;500;300;;;3;1;;;;1;
2001;XVIII;3980;1;Art. 398 p.1;;3;1;;;3;1;6;1;;;;;;;;;;;;;;;;;;2;
2001;XVIII;3980;2;Art. 398 p.2;;5;3;;;5;3;;;;;;;;;;;;;;;;;;;;2;
2001;XVIII;3980;3;Art. 398 p.3;;12;7;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XVIII;3990;1;Art. 399 p.1;;3;1;;;3;1;6;1;;;;;;;;;100;50;;;;;;;;2;
2001;XVIII;3990;2;Art. 399 p.2;;8;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XVIII;3990;3;Art. 399 p.3;;15;8;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XVIII;4000;1;Art. 400 p.1;1;15;8;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XIX;4020;1;Art. 402 p.1;;3;1;2;0,5;;;;;2;0,5;;;;;;;;;;;;;;;;2;
2001;XIX;4020;2;Art. 402 p.2;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4020;3;Art. 402 p.3;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4030;1;Art. 403 p.1;;2;1;1;0,5;;;;;3;0,5;;;;;;;;;;;;;;;;1;
2001;XIX;4030;2;Art. 403 p.2;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4040;1;Art. 404 p.1;;5;2;2;0,5;;;;;2;0,5;;;;;;;;;;;;;;;;2;
2001;XIX;4040;2;Art. 404 p.2;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4040;3;Art. 404 p.3;;12;3;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XIX;4040;4;Art. 404 p.4;1;15;10;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XIX;4050;1;Art. 405 p.1;;2;1;2;0,5;;;;;;;;;;;;;;;;;;;;;;1;
2001;XIX;4050;2;Art. 405 p.2;;7;2;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4050;3;Art. 405 p.3;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4060;1;Art. 406 p.1;;3;1;1;0,5;;;6;1;;;;;;;;;;;;;;;;;;2;
2001;XIX;4060;2;Art. 406 p.2;;5;2;2;0,5;;;;;;;;;;;;;;;;;;;;;;2;
2001;XIX;4060;3;Art. 406 p.3;;10;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4070;1;Art. 407 p.1;;3;1;2;0,5;;;;;;;;;;;;;;;;;;;;;;2;
2001;XIX;4070;2;Art. 407 p.2;;3;1;;;;;;;2;0,5;;;;;;;100;30;;;;;;;;2;
2001;XIX;4070;3;Art. 407 p.3;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XIX;4070;4;Art. 407 p.4;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4080;1;Art. 408 p.1;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XIX;4080;2;Art. 408 p.2;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4080;3;Art. 408 p.3;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XIX;4090;1;Art. 409 p.1;;2;1;2;0,5;;;;;;;;;;;;;;;;;;;;;;1;
2001;XIX;4090;2;Art. 409 p.2;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XIX;4090;3;Art. 409 p.3;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4100;1;Art. 410 p.1;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4100;2;Art. 410 p.2;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4100;3;Art. 410 p.3;;15;10;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XIX;4110;1;Art. 411 p.1;;3;1;2;0,5;;;;;2;0,5;;;;;;;;;;;;;;;;2;
2001;XIX;4110;2;Art. 411 p.2;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4110;3;Art. 411 p.3;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4120;1;Art. 412 p.1;;;;1;0,5;;;;;2;0,5;;;;;;;50;30;;;;;;;;1;
2001;XIX;4120;2;Art. 412 p.2;;3;1;2;0,5;;;;;;;;;;;;;;;;;;;;;;2;
2001;XIX;4130;1;Art. 413 p.1;;;;2;0,5;;;6;1;;;;;;;;;;;;;;;;;;1;
2001;XIX;4130;2;Art. 413 p.2;;2;1;2;0,5;;;6;1;;;;;;;;;;;;;;;;;;1;
2001;XIX;4130;3;Art. 413 p.3;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XIX;4140;1;Art. 414 p.1;;3;1;2;0,5;;;;;2;0,5;;;;;;;;;;;;;;;;2;
2001;XIX;4140;2;Art. 414 p.2;;10;2;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4140;3;Art. 414 p.3;;12;3;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XIX;4150;1;Art. 415 p.1;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XIX;4150;2;Art. 415 p.2;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4160;1;Art. 416 p.1;;15;5;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XIX;4170;1;Art. 417 p.1;;15;5;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XIX;4180;1;Art. 418 p.1;;5;2;;;5;2;;;;;;;;;;;;;;;;;;;;2;
2001;XIX;4180;2;Art. 418 p.2;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4190;1;Art. 419 p.1;;3;1;2;0,5;;;;;;;;;;;;;;;;;;;;;;2;
2001;XIX;4190;2;Art. 419 p.2;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4200;1;Art. 420 p.1;;3;1;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XIX;4200;2;Art. 420 p.2;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4200;3;Art. 420 p.3;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4210;1;Art. 421 p.1;;3;1;2;0,5;;;;;;;;;;;;;;;;;;;;;;2;
2001;XIX;4210;2;Art. 421 p.2;;5;1;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XIX;4220;1;Art. 422 p.1;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XIX;4220;2;Art. 422 p.2;;5;2;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XIX;4220;3;Art. 422 p.3;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4230;1;Art. 423 p.1;;3;1;;;;;;;2;0,5;;;;;;;100;50;;;;;;;;2;
2001;XIX;4230;2;Art. 423 p.2;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4230;3;Art. 423 p.3;;12;5;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XIX;4240;1;Art. 424 p.1;;5;2;;;5;2;;;;;;;;;;;;;;;;;;;;2;
2001;XIX;4240;2;Art. 424 p.2;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4240;3;Art. 424 p.3;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4240;4;Art. 424 p.4;;12;8;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XIX;4250;1;Art. 425 p.1;;3;1;;;;;;;2;0,5;;;;;;;100;30;;;;;;;;2;
2001;XIX;4250;2;Art. 425 p.2;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4250;3;Art. 425 p.3;;8;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4260;1;Art. 426 p.1;;3;1;;;;;;;2;0,5;;;;;;;200;50;;;;;;;;2;
2001;XIX;4260;2;Art. 426 p.2;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4260;3;Art. 426 p.3;;10;7;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4270;1;Art. 427 p.1;;10;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4280;1;Art. 428 p.1;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4280;2;Art. 428 p.2;;10;7;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4290;1;Art. 429 p.1;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4300;1;Art. 430 p.1;;10;7;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4310;1;Art. 431 p.1;;7;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4310;2;Art. 431 p.2;;8;5;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4310;3;Art. 431 p.3;;3;1;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XIX;4320;1;Art. 432 p.1;;10;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4330;1;Art. 433 p.1;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4330;2;Art. 433 p.2;;10;7;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XIX;4340;1;Art. 434 p.1;;3;1;;;;;;;;;;;;;;;;;;;;;;;;2;
2001;XIX;4350;1;Art. 435 p.1;;2;1;;;;;;;;;;;;;;;;;;;;;;;;1;
2001;XX;4360;1;Art. 436 p.1;;3;1;;;;;6;1;;;2;0,5;;;;;;;;;;;;;;2;
2001;XX;4370;1;Art. 437 p.1;;12;7;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XX;4370;2;Art. 437 p.2;;15;10;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XX;4380;1;Art. 438 p.1;;12;8;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XX;4380;2;Art. 438 p.2;1;15;10;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XX;4390;1;Art. 439 p.1;;12;8;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XX;4390;2;Art. 439 p.2;1;15;8;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XX;4400;1;Art. 440 p.1;;10;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XX;4410;1;Art. 441 p.1;;15;8;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XX;4420;1;Art. 442 p.1;1;15;10;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XX;4420;2;Art. 442 p.2;;5;1;;;;;6;1;;;;;;;;;;;;;;;;;;2;
2001;XX;4430;1;Art. 443 p.1;1;15;8;;;;;;;;;;;;;;;;;;;;;;;;4;
2001;XX;4440;1;Art. 444 p.1;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XX;4440;2;Art. 444 p.2;;2;1;;;3;1;3;1;;;2;0,5;;;;;;;;;;;;;;1;
2001;XX;4450;1;Art. 445 p.1;;;;;;;;6;1;;;;;;;;;50;30;;;;;;;;1;
2001;XX;4460;1;Art. 446 p.1;;12;5;;;;;;;;;;;;;;;;;1;;;;;;;4;
2001;XX;4460;2;Art. 446 p.2;;15;8;;;;;;;;;;;;;;;;;1;;;;;;;4;
2001;XX;4470;1;Art. 447 p.1;;8;3;;;;;;;;;;;;;;;;;;;;;;;;3;
2001;XX;4470;2;Art. 447 p.2;;10;5;;;;;;;;;;;;;;;;;;;;;;;;3;
